F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
4928.31,597.31,-212.97,1.98,-15525.66,Europe,1742.41,899.18,-44.06,Very low,22.29,-9695.66,-79.41,1332.6,-52.03,-8529.64,15,6.66,7368.96,-150.95,12,-924.3,14.56,-1565.32,1724.9,390.62,9.06,-658.18,531.51,0.75,366.46,175.5,-184.26,60.52,-273,43.02,-75.76
3934.68,1178.95,-279.51,0.81,-17540.52,Rest,1927.09,1684.34,-30,Very low,18.13,-27765.24,-92.79,223.74,-34.13,-543.52,15,6.08,-94.68,-155.68,6,1154.91,12.99,778.58,916.54,198.58,6.8,-385.56,551.7,0.64,666.84,304.1,-201.3,44.53,-176.28,54.03,457.92
6063.48,806.2,-195.26,0.6,-17873.76,UK,1990.94,1532.9,-50.56,Very high,20.64,-25205.24,-67.29,1813.5,-44.65,-2775.22,15,7.72,27216.12,-159.66,18,-448.38,23.17,1717.04,1162.36,411.94,6.82,-468.92,542.1,5.4,891.84,234.24,-25.44,95.08,-340.5,55.77,674.95
5366.19,522.63,-242.96,0.51,-11352.24,Rest,2221.47,1065.4,-47.78,Very low,24.31,-19752.66,-31.77,1510.24,-56.87,-12676.04,15,7.26,-15331.71,-172.03,9,1851.84,19.55,6433.17,1193.42,276.38,18.7,-463.02,482.91,2.41,164.22,197.8,-185.58,55.42,-302.91,57.63,-94.19
1731.87,907.57,-228.07,1.14,-18456.96,Europe,2069.32,1748.56,-59.84,Very high,19.03,-33544.96,-60.06,1816.02,29.64,594.59,6,7.1,16335.9,-175.67,12,-573,19.03,4997.48,1038,428.2,11.48,-368.4,593.01,2.93,38.38,392.52,-118.77,42.8,-256.38,46.08,2832.92
4520.19,512.95,-233.23,4.38,-14166.88,Europe,2144.74,2365.7,-45.86,High,20.4,-16594.32,-44.04,1163.64,-159.78,-3807.56,12,4.38,3133.14,-183.13,12,-138.3,19.13,3970.22,2264.54,404.56,-3.04,-401.3,708.09,3.54,226.08,234.18,-81.09,66.14,-160.77,49.47,2280.84
2571.42,808.13,-253.97,0.33,-20852.7,Rest,1087.74,1645.9,-46.88,Very high,23.61,-16004.66,-68.37,2546.22,-29.2,-9180.16,6,2.74,567.78,-189.33,9,-2229.24,16.33,3587.12,2663.56,401.3,11.36,-468.72,667.74,-1.53,527.32,145.72,-28.26,43.81,-29.64,41.85,486.77
4873.86,1205.91,-197.63,0.15,-8747.64,UK,2421.85,1612,-43.28,Medium,21.81,-21619.18,-58.68,1270.52,-100.11,-5986.15,15,9.56,10643.13,-72.77,15,-734.76,17.7,6743.56,1710.08,374.78,-15.48,-548.96,341.7,-3.59,1049.02,171.72,-239.88,94.79,-300.48,3.63,-708.14
3833.4,845.95,-260.45,44.43,-12348.08,Europe,1578.21,1498.38,-51.42,Very low,19.25,-23365.68,-50.49,2828.94,-7.18,-5342.54,21,5.46,11631.45,-142.4,15,96.57,19.01,3861.31,1197.18,420.64,-0.48,-371.38,626.58,5.92,568.2,349.56,32.52,94.6,-168.33,67.98,10.93
5344.08,688.88,-241.37,0.75,-21921.32,USA,1907.42,1329.3,-20.36,Very low,18.93,-25874.9,-99.6,1840.62,-73.55,-1086.37,12,1.4,26514.72,-162.05,12,168.18,15.39,4904.19,1480.7,369,5.62,-386.24,538.68,6.16,944.66,116.12,-129.39,77,-153.84,58.98,165.37
2495.07,792.08,-202.1,22.5,-23314.24,Rest,1904.6,1993.7,-46.68,High,19.45,-18539.16,-65.82,315.58,-37.04,-11100.32,9,1.88,7970.49,-121.24,12,-932.64,19.95,5315.67,2323.12,375,10.86,-417.92,572.55,-0.95,944.98,435.82,-185.82,66.5,-154.56,72.9,833.02
4143.12,436.36,-230.61,16.14,-30896.12,Rest,1972.22,2232.92,-50.9,Very low,18.45,-15031.78,-89.1,1069.54,-15.61,-5596.74,6,2.9,1160.64,-80.35,6,-1717.62,21.39,4956.76,1567.54,364.56,18.66,-357.22,654.09,3.08,130.02,201.56,-142.65,110.44,-326.43,51.96,1049.23
3463.65,839.49,-242.41,33.51,-9802.88,Europe,1848.74,1088.76,-57.12,Very high,21.07,-21264.52,-68.13,1435.18,-64.63,-7930.34,18,6.76,-9013.41,-49.35,9,-173.64,20.75,7695.7,918.3,402.42,16.6,-511.52,684.87,-0.2,484.3,297.38,-92.19,128.31,-305.7,51.66,1722.7
2608.23,510.38,-321.12,51,-5081.18,UK,2202.97,1562.3,-50.6,Very low,18.74,-13120.32,-64.14,2098.44,-2.44,-8040.63,9,6.36,-6942.69,-128.03,6,-1291.56,23.73,-2845.61,2777.72,372.52,5.48,-371.54,447.84,2.14,1262.22,227.58,-65.19,102.48,-218.04,49.02,1608.58
4748.19,979.68,-303.88,1.47,-16643.5,USA,2395.2,1864.62,-43.74,Very low,19.81,-13424.34,-69.15,1867.94,-26.93,-11162.32,9,5.96,-9613.32,-104.19,15,1197.36,18.34,3122.62,1284.58,427.38,7.56,-440.02,705.15,1.36,985.66,325.22,-104.1,68.94,-144.48,49.65,394.03
4662.06,1173.92,-210.27,258.09,-16782.36,Europe,2545.28,2252.48,-47.26,Low,21.69,-17603.68,-41.58,1085.92,-62.04,-9263.14,6,7.98,16641.45,-75.37,21,-222.93,19.33,3714.69,1441.7,317.32,-6.14,-263.82,557.94,2.5,1359.2,310.18,-49.02,103.91,-126.03,38.97,817.36
4609.08,1037.21,-229.84,55.47,-19253.24,USA,2226.2,2050.16,-47.78,Low,21.25,-27911.1,-59.55,1757.16,-62.28,-8630.75,9,11.02,3843.24,-137.27,15,-1383.84,18.26,4606.78,910.18,410.6,21.58,-399.72,765.24,2.67,380.78,250.8,-134.16,75.96,-266.25,64.59,1910.38
1975.77,945.06,-236.63,0,-15058.36,UK,1696.42,637.36,-50.56,Very high,20.16,-28862.74,-53.07,1188.26,-111.16,-5413.86,9,5.48,18230.43,-126.59,18,1601.46,23.34,2887.68,1214.54,408.62,14.6,-486.96,732.09,-1,38.5,284.3,-150.27,134.32,-133.56,65.97,1150.58
2537.4,1265.6,-246.83,0.6,-16635.7,Rest,1198.3,505.4,-64.62,Medium,17.46,-16689.96,-34.29,977.46,-27.96,-8679.67,3,5.9,2052.96,-144.16,12,-722.01,19.35,102.35,1759.82,482.26,10.02,-373.08,545.28,2.66,567.76,277.16,-212.04,57.27,-329.25,38.61,1304.49
4552.62,827.76,-278.71,44.52,-12024.92,Rest,1983,1079.96,-47.36,Very high,19.13,-13241.58,-59.85,1048.64,-0.94,-6437.86,15,13,12560.13,-134.19,27,954.36,36.53,5605.17,2001.62,412.32,5.38,-295.96,589.05,-5.11,59.04,299.16,-149.7,59.12,-78.48,64.74,902.12
4775.61,819.82,-180.46,0.6,-22418.42,USA,2190.36,1379.64,-50.72,Very low,17.39,-22003.24,-55.62,1706.24,-6.83,-4194.31,12,5.46,3284.19,-171.35,12,1589.73,18.27,5168.16,1008.56,414.6,7.86,-436.94,509.49,-0.39,-241.06,240.14,-222.66,121.96,-193.53,45.21,2649.26
4761.78,898.26,-183.99,0.93,-16424.56,UK,1641.04,1752.5,-52.42,Very low,23.16,-22085.8,-66.6,2552.24,-67.52,-4705.14,15,4.68,12828.15,-151.74,12,-1036.53,19.06,4486.7,2495.48,273.34,6.06,-285.54,634.89,-0.2,634.76,297.06,-183.39,99.18,-175.2,68.19,-622.82
3394.89,813.66,-123.61,4.68,-28714.9,Europe,1563.38,2343.12,-46.84,High,20.52,-27303.42,-62.7,1399.06,-47.55,-7536.15,12,2.2,5614.98,-137.13,18,-1320.78,13.78,-874.26,1797.94,383.64,4.7,-522.3,613.65,3.8,774.26,193.78,-141.39,63.38,-334.02,47.43,1884.64
4920.63,174.99,-144.39,6.09,-14953.72,USA,1625.65,1770.46,-49.68,Very high,19.13,-19438.04,-72.03,1842.14,40.44,-12351.77,18,2.94,7518.42,-180.2,15,1096.89,22.8,-1691.8,1918.04,381.4,9.62,-393.86,446.46,10.55,1325.16,340.98,-215.85,66.91,-245.22,56.22,2717.04
5105.82,623.26,-250.08,41.07,-6148.28,Europe,2101.88,1689.84,-39.1,Low,17.68,-22802.8,-65.13,2833.34,-16.5,-9254.15,15,3.02,8905.95,-80.3,12,-166.71,21.91,5274.75,1572.84,452.28,7.3,-438.52,447.03,3.74,183.56,233.18,-17.1,107.36,-132.84,26.07,2365.6
5233.65,1152.06,-248.37,17.13,-16455.04,USA,1587.45,2256.38,-46,Low,19.93,-22119.56,-68.37,1348.42,-16.01,-4390.6,12,8.18,9202.71,-147.12,15,-66.75,22.34,5363.16,3273.74,324.04,2.42,-262.28,585.54,9.56,1168.72,226.3,77.43,34.84,-339.42,47.16,406.68
3014.49,866.85,-237.78,3.96,-22708.9,Europe,2176.66,2825.28,-45.68,Very high,18.4,-27032.96,-47.7,1150.36,-140.7,-8787.66,15,10.22,1775.91,-109.04,15,-1165.53,26.7,6193.6,1459.86,561.7,13.84,-282.84,539.64,0.7,917.64,252.78,-288.27,65.74,-201.72,56.31,1547.42
5979.03,1328.27,-233.97,13.23,-24401.34,UK,1415.06,2056.24,-47.38,Very low,17.97,-21043.78,-53.64,2390.02,-33.7,-3480.11,6,5.56,-1763.64,-160.54,21,853.38,20.97,10778.1,2222.98,121.58,26.9,-392.44,642.6,2.45,-111.38,313.58,-205.71,122.4,-218.46,39.42,1204.76
4449.21,635.55,-285.79,2.25,-22365.74,UK,2407.82,2367.02,-45.1,High,23.97,-13763.48,-67.62,1029.02,-89.3,-3467.49,18,8.14,7999.98,-109.06,9,-557.73,19.94,2813.03,2589.18,382.72,-23.08,-385.92,706.05,6.7,1000.6,271.34,-144.72,76.85,-198.33,39.15,-69.09
824.64,1025.29,-154.73,239.31,-9253.88,USA,1879.7,956.68,-44.08,Low,20.98,-19213.64,-46.2,1183.46,-36.02,-9628.57,6,8.66,-13663.71,-102.44,6,-223.02,13.96,5990.72,1106.08,482.68,0.94,-427.58,771.87,4.45,1317.6,275.26,-84.72,92.87,-75.57,60.66,2394.06
3848.7,454.55,-236.62,0.15,-13127.82,USA,2195.98,2973.56,-48.48,Very low,28.87,-9893.76,-56.85,899.22,-49.17,-6908.24,12,10.02,2765.73,-147.15,9,618.15,23.03,6531.86,1913.88,405.88,-3.4,-278.92,365.07,2.14,524.74,390.18,-203.22,123.31,-138.3,50.19,-161.07
5268.57,892.39,-262.39,1.11,-10864.86,Rest,1915.46,1189.18,-53.36,High,17.92,-10013.04,-49.08,1237.42,-106,-10030.12,6,2.22,6804.63,-121.87,15,-872.16,22.76,4118.87,1530.86,410.92,7.46,-437.1,584.85,0.5,1218.76,249.5,-116.58,31,-243.93,49.74,721.48
3503.79,904.47,-221.73,6,-16211.22,USA,2131.58,1894.56,-43.88,Medium,18.07,-28956.82,-50.91,920.7,-61.91,-5793.78,9,0.62,-7398.87,-100.86,18,17.76,13.85,721.67,723.58,361.02,13.68,-352.5,526.8,1.87,1080.92,213.98,-106.59,40.69,-220.53,48.33,2988.49
2917.8,990.37,-249.63,791.16,-15178.98,USA,1697.61,1783.82,-55,Low,21.93,-32008.02,-48.51,1317.32,9.79,-13262.18,3,7.22,22988.34,-149.79,12,-579.51,7.54,3055.51,1296.18,409.24,12.74,-265.78,447.63,4.72,1897.88,170.16,-238.38,66.91,-265.68,48.39,1932.4
5624.28,899.69,-266.95,0.18,-24808.3,USA,2157.07,1217.7,-65.12,Very low,18.29,-30387.96,-32.94,1221.26,-15.68,-9195.47,18,2.18,-966.33,-111.96,18,188.7,15.86,2172.35,1675.92,380.18,12.16,-428.2,579.78,0.82,955.36,208.24,26.34,88.03,-120.78,54.99,-90.71
4866.81,498.97,-269.08,0.09,-15653.16,UK,2361.53,2366.78,-51.34,High,21.63,-20480.16,-55.95,1216.98,-35.7,-5231.19,12,3.7,7013.37,-116.98,9,-1335.18,23.96,851.9,1090.4,403.8,7.06,-434.04,772.29,2.99,567.62,205.26,-190.02,34.52,-298.2,66.09,724.17
3601.74,815.71,-274.7,4.8,-8184.82,Europe,2078.3,2335.38,-42.92,Very high,23.2,-19844.16,-52.65,2475.8,13.85,-12334.06,15,7.78,-10396.05,-155.97,9,-980.19,26.12,1933.41,1568.48,483.38,-0.96,-371.88,572.16,2.73,306.42,190.98,-382.53,110.11,-205.5,52.68,1765.21
5965.8,1092.73,-293.75,0.09,-25499.5,Europe,2446.2,2383.56,-49.12,Low,21.62,-18432.42,-48.51,2173.66,-71.93,-4472.71,18,0.98,12058.71,-163.74,6,-842.76,24.44,6529.96,1634.52,361.34,10.86,-394.16,699.93,1.4,467.44,204.2,-141.54,81.4,-284.73,54.93,-1133.2
4225.44,821.64,-201.03,0.39,-12015.34,USA,2128.39,1167.98,-48.14,High,22.96,-14845.16,-60.42,2081.16,-53.21,-4350.64,12,9.3,-8844.12,-140.23,12,-902.1,17.39,1853.85,2219.56,454.96,14.74,-311,603.09,3.9,-168.24,267.42,-132.66,82.97,-166.17,50.73,1715.05
4230.87,795.94,-243.34,1.32,-2854.88,Europe,1929.72,1943.74,-53.6,Medium,17.87,-19185.92,-67.05,1459.4,-70.89,-9806.45,9,5.92,8395.95,-165.51,18,-1810.38,19.01,4658.01,1500.48,378.36,1.24,-452.44,738.18,0.77,945.52,112.72,-79.26,142.13,-278.55,56.28,1154.85
4080.3,1158.69,-202.84,1.29,-24104.38,Europe,1810.01,1104.46,-53.16,Very low,22.73,-23399.94,-78.27,2205.3,-86.42,-1110.5,15,5.36,-5260.68,-131.34,15,-1313.31,25.32,8595.85,2953.12,466.62,6.72,-357.04,601.23,-0.53,850.18,184.56,-149.91,111.86,-152.07,65.22,-1434.39
3389.55,758.45,-227.74,0.12,-16809.4,Rest,1915.88,2367.82,-59.68,Medium,18.45,-22603.36,-57.27,1127.68,-49.61,-2827.44,24,12.5,9157.02,-105.69,6,-761.61,13.84,4606.91,1952.38,489.78,5.46,-423.38,598.86,4.01,931.3,222.2,53.04,140.02,-194.73,58.92,-19.27
3341.49,957.76,-227.85,12,-18936.84,USA,3035.67,1500.72,-47.68,High,18.23,-23368.16,-53.43,2068.68,-48.95,-6791.74,12,2.62,7719.87,-112.71,18,-1264.59,14.85,6878.07,1692.64,386.54,13.06,-387.2,498.75,-3.58,362.18,220.8,-244.23,101.21,-185.64,61.05,3010.62
5034.27,347.42,-230.55,0.63,-13607.24,USA,2049.58,1643.54,-47.02,Very low,22.12,-25694.24,-39.99,841.98,-6.35,-9015.79,18,6.86,7804.05,-164.02,15,-48.81,13.84,5784.32,2207.58,363.22,8.54,-434.3,553.26,5.21,594.58,166.12,-234.27,109.97,-177.12,50.04,-146.49
5968.23,1122.6,-148.36,20.37,-13199,UK,1860.84,1958.74,-44.9,Low,28.89,-21042.6,-44.37,1552.08,-23.08,-4283.32,15,8.1,6299.82,-195.76,12,-1197.06,20.1,6235.2,415.92,336.16,4.14,-341.24,871.59,7.39,-459.02,249,-230.52,120.8,-248.28,17.43,-403.27
1063.59,668.61,-149.91,7.29,-27597.42,USA,1604.13,2299.68,-38.28,Medium,19.32,-18216.36,-52.98,613.02,-29.17,-8473,15,12.44,18169.23,-226.49,9,-299.61,27.06,6478.8,1229.62,391.9,9.14,-385.04,605.67,5.34,1822.38,182.92,-268.98,69.44,-290.43,52.8,67.59
4443.45,1093.93,-213.7,6.66,-7007.24,Europe,2231.62,981.6,-59.58,Low,20.41,-26659.22,-53.46,2012.98,-76.08,-8715.23,15,13.46,-1339.95,-173.8,15,748.98,15.71,11442.16,1107.08,472.7,-9.64,-485.4,711.69,-2.21,130.78,304.64,-4.62,35.54,-208.5,46.71,-305.96
4379.43,430.82,-242.91,8.37,-13038.24,Europe,2581.71,1843.06,-51.54,High,17.99,-27363.38,-68.7,2008.92,-132.09,-4480.42,6,8.42,-6779.82,-141.75,6,-269.97,18.62,8338.75,1720.02,443.18,19.44,-259.72,655.95,0.08,-1040.12,335.62,30.09,79.17,-262.08,56.25,3004.22
3799.59,423.08,-185.19,77.37,-14143.02,USA,1558.84,1579.2,-54.24,High,21.44,-27977.3,-64.65,1672.6,-52.37,-7485.81,9,8.9,13432.8,-158.18,9,392.22,14.43,6262.61,1470.66,406.7,8.54,-413.34,582.21,1.77,362.62,323.22,-213.27,79.66,-128.88,77.1,3486.64
4095.24,988.71,-231.57,9.99,-7485.44,Europe,2006.51,839.88,-47.72,Low,23.2,-18254.62,-68.34,961.18,-83.8,-9854.6,6,7.82,-3739.02,-154.21,6,-1437.78,20.29,6179.93,1573.7,276.66,28.18,-380.14,701.46,8.16,301.8,190.76,-163.44,132.34,-204.24,50.58,1174.61
4372.77,393.88,-248.55,0.81,-16707.68,Europe,2053.59,2058.06,-47.06,Very high,21.13,-23657.56,-56.52,2377.52,-22.17,-3558.58,9,8.06,-6645.75,-132.74,12,-100.62,20.9,7290.08,1764.78,213.48,14.02,-202.72,630.51,1.52,1336.32,178.84,-225.57,61.79,-43.71,52.95,403.03
4502.76,1333.83,-191.64,144.15,-17322.16,USA,1928.38,2043.24,-47.48,Medium,24.39,-24556.12,-62.55,1404.34,-43.11,-6637.37,6,13.94,-3248.04,-58.52,12,-847.92,24.98,7526.25,1079.12,495.22,-1.5,-280.62,564.84,1.87,856.52,221.5,-147.87,118.38,-350.73,30.72,812.16
5301.63,1323.5,-220.56,1.41,-3419.58,USA,1542.49,2098.32,-70.5,Very high,17.83,-33107.62,-62.22,2314.82,-92.95,-8652.03,21,2.1,11320.47,-162.52,12,446.37,21.97,3883.57,2184.64,370.58,22.4,-595.42,652.89,-2.92,121.26,294.8,-31.41,55.86,-251.25,60.57,3179.17
4352.13,866.47,-249.78,21.75,-17473.54,USA,2488.09,1941.28,-42.28,Medium,19.6,-27818.64,-75.57,531.26,-35.06,-10054.85,0,8.26,5886.51,-115.38,6,-956.07,19.45,2033.93,1799.84,345.12,7.42,-391.02,568.68,1.42,799.04,187.18,-161.04,95.74,-222.48,46.83,3772.55
3965.55,1145.43,-214.66,5.49,-27883.82,UK,2105.65,1653.22,-48.28,Very low,20.2,-36119.7,-55.8,884.8,-16.01,-2674.24,12,10.4,5584.29,-136.91,24,-226.59,29.02,2239.36,1543.16,313.94,16.5,-357.48,637.53,2.27,476.58,200.54,-282.33,69.86,-154.62,61.74,304.97
4431.93,1242.73,-271.42,6.15,-2819.52,Rest,1966.51,2174.06,-38.28,Very low,21.74,-21265.04,-58.26,527.08,-75.13,-2495.21,6,4.3,-2945.55,-130.66,12,-1097.43,12.78,5473.56,1524.18,369.3,16.42,-364.3,543.24,2.27,530.86,324.36,-261.75,74.3,-224.25,41.55,270.22
3257.82,344.61,-134.02,8.73,-10622.36,USA,1534.06,1573.94,-42.64,High,21.61,-23471.4,-48.6,1516.44,-83.41,-3978.49,18,5.44,11965.38,-184.16,9,-502.41,16.7,5872.24,1215.1,422.42,12.98,-177.42,754.02,1.27,1691.68,183.64,-26.94,66.25,-234.66,71.55,-26.98
4753.92,763.27,-220.32,340.32,-8858.08,Europe,1798.16,2608.74,-57.84,Medium,26.83,-18513.68,-57,1451.8,-69.71,-1805.46,18,5.96,-2787.63,-145.36,12,-775.62,23.34,4338.97,1636.24,377.46,22.48,-403.58,596.07,2.97,765.66,210.7,-34.62,105.82,-254.76,58.98,-835.42
2264.82,621.32,-250.52,0.87,-15638.54,Rest,2603.2,2011.88,-47.04,Very high,22.23,-24437.7,-67.56,1166.58,-22.54,-12935.59,12,11.48,-1573.44,-151.84,6,839.85,18.1,11678.15,1893.76,370.36,5.64,-443.46,553.2,2.08,170.92,202.42,-157.68,83.11,-169.62,59.04,391.5
905.82,359.8,-212.58,0.09,-9992.7,Rest,1332.12,2348.56,-35.96,Very high,23.92,-13436.6,-56.25,677.7,-159.54,-7014.84,18,2.04,20509.35,-147.72,15,-585.87,17.21,6454.53,1519.98,363.7,9.88,-318.88,676.71,0.1,-81.82,316.56,-157.47,134.4,-304.53,53.1,30.11
5933.31,1186.29,-123.16,0.03,-13822.72,Rest,1132.83,2104.36,-42.58,Low,20.85,-20658.24,-55.95,989.9,-50.19,-5580,15,27.88,3656.04,-138.81,9,-1147.62,20.11,6793.24,1149.44,366.26,20.6,-427.06,569.13,-3.69,783.94,308.14,-209.67,67.85,-78.12,25.11,-149.45
3646.68,1206.91,-225.42,2.7,-22370.78,Rest,1868.42,2345.16,-39.54,Very high,20.86,-19319.76,-61.35,2127.58,-40.46,-1225.7,6,4.3,16835.85,-123.34,9,295.95,13.44,8659.35,1016.24,406.92,5.14,-392.56,740.58,6.7,486.58,191.3,-116.79,105.56,-244.86,65.31,889.85
3763.86,917.05,-217.08,0.93,-18548.6,Europe,2030.73,2563.46,-44.94,Very low,22.86,-20157.6,-54.54,1349.22,-74,-2819.47,9,3.9,1689.69,-175.75,15,-1132.44,18.03,2556.47,1819.56,417.48,18.72,-390.12,611.19,2.37,2153.48,220.84,-194.25,89.24,-351.24,52.92,-1439.34
4350.72,1139.29,-236.85,16.95,-367.98,UK,1880.13,1282.62,-43.1,Low,20.8,-13645.44,-54.06,2456.78,-191.34,-6448.72,6,5.04,2006.31,-83.25,12,-165.66,17.94,8378.25,1567.96,272.52,12.38,-410.86,553.56,5.7,-334.54,289.98,-127.38,73.06,-398.91,51.93,1559.08
8230.41,971.8,-240.18,0.09,-15318.56,Europe,2024.88,2279.68,-47.44,Medium,18.99,-15028.44,-48.33,356.14,-148.64,-5711.56,21,23.5,-9426.21,-112.75,15,1305.39,18.69,6619.2,1715.08,510.72,20.4,-342.4,508.32,1.01,-63.5,297.58,-106.23,52.83,-266.31,48.24,-425.46
4518.3,895.71,-275.63,0.15,-7299.14,USA,2325.96,2513.08,-40.92,Very high,25.66,-28504.24,-72.93,1322.32,-70.85,-241.04,9,4.42,-1352.52,-147.39,12,1509.6,15.95,7138.07,1666.34,499.8,9.92,-407.78,574.59,4.36,-60.76,174.54,-197.97,82.08,-104.85,45.09,539.03
4631.67,735.78,-234.34,3.57,-16864.7,UK,1946.01,1133.66,-56.12,Low,21.1,-25887.62,-43.92,1056.7,-81.17,-7212.43,9,3.24,285.3,-184.08,15,95.31,17.06,9012.54,1521.94,360.14,6.58,-390.88,786.27,3.94,-277.18,225.78,-87.72,58.36,-149.25,18.99,882.96
4015.59,1060.87,-243.34,0.96,-18486.72,UK,1972.21,1113.64,-40.34,Low,20.78,-24035.82,-58.59,2318.68,-28.82,-8082.07,12,5.08,-6437.88,-108.28,15,966.9,18.49,4959.18,2339.28,368.12,5.06,-318.04,608.88,-1.35,482.8,162.52,-221.4,125.4,-129.36,83.1,391.51
3921.93,844.46,-251.72,13.14,-21311.54,Europe,1896.01,1984.82,-54.92,Low,19.21,-25333.56,-67.8,2337.12,-20.22,-4698.43,12,5.88,6653.4,-137.03,12,577.59,18.69,5471.4,2415.52,487.74,-4.6,-330.96,595.41,-2.63,1389.54,264.8,-180.39,131.65,-333.45,39.18,366.28
5806.26,1295.89,-175.54,46.08,-5504.22,Europe,2122.02,1444.58,-43.48,High,18.38,-24348.02,-70.8,1589.16,-57.17,-2471.71,9,15.44,-4192.62,-88.09,3,12.63,15.62,9694.23,351.18,561.4,-0.86,-323.44,576.93,5.08,1127.66,267.86,-118.65,52.37,-48.42,41.16,2452.15
4031.22,929.24,-240.65,0.03,-14803.66,Rest,1866.02,1091.6,-43.04,Very low,23,-16630.72,-59.73,1233.7,-40.94,384.9,18,11.94,18969.96,-131.83,9,286.29,10.08,9303.45,1703.2,445.46,-2.1,-352.32,615.36,-1.23,66.86,222.78,-336.72,103.47,-518.28,50.82,-214.85
3047.37,784.52,-210.76,3.33,-20573.52,UK,1868.09,584.16,-44.82,Very low,25.83,-21981.04,-54.72,1571,-35.01,-9754.32,18,11,3756.03,-122.01,9,-829.92,17.62,3373.77,993.24,330.42,9.82,-407.74,982.17,5.03,1878.68,146.4,-293.79,22.62,-57.75,53.73,-1798.54
7176.93,1122.06,-254.95,15.18,-20808.8,Europe,2161.15,1592.18,-47.2,Low,19.7,-14379.46,-58.05,1654.14,-52.88,-8665.26,3,8.84,6818.31,-123.02,15,292.35,16.01,5026.13,2563.52,322.1,1.62,-416.98,560.37,7.63,1054.94,335.48,-224.46,54.09,-359.4,45.87,1821.42
5593.8,1063.84,-280.97,143.58,-8334.22,UK,2012.53,2298.2,-55.3,Medium,21.59,-26756.62,-58.56,661.72,-70.21,703.07,12,7,-10901.16,-171.71,30,598.29,12.84,6162.06,1736.24,404.56,-1.04,-398.74,690.09,-1.23,1845.5,243.02,-213.9,37.87,-102.12,53.52,-288.28
4292.28,742.11,-235.69,541.86,-14972.4,Rest,1879.26,2028.44,-46.34,Very low,20.5,-22569.66,-55.8,1016.18,-78.5,-2526.39,12,4.4,-5996.01,-169.1,18,-645.72,18.51,4778.61,899.14,419.12,4.3,-383.92,566.16,3.12,345.94,242.28,-27.36,60.65,-163.17,67.14,543.04
2124.06,1101.77,-250.38,26.46,-13772.98,Rest,2510.48,2311.78,-50.22,Low,18.62,-26637.14,-69.15,2303,-98.52,-7682.69,12,10.92,15427.02,-138.85,12,-454.32,18.63,8944.68,1360.52,384.38,8.76,-380.54,407.37,2.86,935.06,213.32,-94.23,84.68,-267.03,67.71,319.81
4401.57,1180.29,-216.61,0.06,-31212.44,USA,2838.63,1710.94,-62.24,High,19.9,-25290.48,-55.38,1788.32,-68.09,-6040.61,18,8.8,-5885.61,-238.67,15,-779.73,25.5,10716.65,2453.78,366.44,16.7,-393.72,591.48,0.57,1927.26,254.68,-268.71,61.82,-252.3,36.24,-158.71
4467.54,873.56,-216.57,25.02,-12986.9,Europe,1988.39,2239.66,-54.88,Very low,18.58,-14126.18,-59.55,1615.48,-95.76,-10451.29,15,12.74,-3585.57,-205.79,9,-86.31,19.5,10564.07,2016.4,440.3,12.56,-515.54,598.95,3.55,1684.48,236.98,-258.12,44.52,-153.15,55.32,-1015.81
5712.33,1069.22,-288.39,18.9,-11396.5,USA,700.47,2125.4,-46.68,Very low,20.67,-14074.1,-51.93,933.68,-34.88,-5783.02,3,1.56,10056.99,-124.96,24,-657.39,5.09,3707.32,1137.02,389.8,0.48,-378.04,663.57,4.93,-88.76,194.04,-176.37,100.94,-286.71,48.3,2713.1
2776.95,694.3,-184.67,13.11,-13925.6,Rest,2179.9,2081.58,-51.12,High,22.52,-17364.02,-44.34,1531.94,35.93,-6388.85,9,7.12,5241.21,-128.84,9,523.8,19.36,6577.78,2500.44,417.48,4.62,-306.2,523.95,2.23,1217.6,152.7,-297.69,62.61,-174.48,72.75,360.55
6711.09,545.88,-198.26,250.95,-10795.74,USA,2021.86,1148.56,-32.2,Low,21.42,-33962.32,-59.16,1784.54,-25.72,-4896.67,9,13.18,1984.44,-110.25,15,979.11,16.6,6444.45,1504.54,335.84,5.56,-383.38,574.68,-3.33,559.7,240.16,-124.65,132.22,-185.01,70.14,2157.29
4607.73,966.27,-274.24,693.15,-8600.44,USA,1022.17,726.46,-47.02,High,17.27,-18660.44,-64.08,2494.94,-82.37,-11629.2,12,6.68,-3408.51,-105.36,9,-1151.82,16.08,8038.54,1327.28,311.2,5.24,-351.72,406.26,3.04,1427.38,363.84,-256.56,67.46,-258.93,49.56,3464.18
3868.53,1016.37,-250.63,0.78,-9410.3,USA,1707.35,672.24,-42.98,Very low,19.8,-21853.86,-64.59,1059.66,-21.55,-2965.04,15,5.72,10461.87,-163.12,24,1033.83,12.68,6669.2,2944.5,391.5,5.76,-374.52,539.43,4.66,715.88,254.54,-34.35,120.66,-157.8,49.11,-124.63
